time,originalSignal_1,originalSignal_2,reconstruction_1,reconstruction_2,norm_p,norm_P
0.7474747474747475,1.7525252525252526,0.1,1.7049702363305697,0.1278677015141364,1.0906139631952994,0.94379906980961
0.7575757575757577,1.25,0.275,1.318833986748849,0.2634433085978418,1.0244538126054261,1.0607872120110788
0.7676767676767677,1.25,0.275,1.3088078451298193,0.26341904516426773,0.6741860166238685,1.1363393691083514
0.7777777777777778,1.25,0.275,1.2987817035107898,0.26339478173069364,0.3688112435472922,1.1852663852362957
0.787878787878788,1.25,0.275,1.2887555618917603,0.26337051829711944,0.15335916396626456,1.202480359687887
0.797979797979798,1.25,0.275,1.2840840662789157,0.2640436488643232,0.2084110746587169,1.1957196571702673
0.8080808080808082,1.25,0.275,1.2808359575791075,0.26490216264692357,0.31318434624811,1.1763827759265417
0.8181818181818182,1.25,0.275,1.2775878488792995,0.26576067642952383,0.4282407701713989,1.142880558307484
0.8282828282828284,1.25,0.275,1.2743397401794914,0.2666191902121243,0.5360941309175604,1.0955937148288513
0.8383838383838385,1.25,0.275,1.2710916314796834,0.2674777039947245,0.5996906649613126,1.0367211693109133
0.8484848484848485,1.25,0.275,1.267843522779875,0.26833621777732486,0.6738790277608996,0.9749806853337001
0.8585858585858587,1.25,0.275,1.264595414080067,0.2691947315599251,0.7317547129437558,0.9015190655515297
0.8686868686868687,1.25,0.275,1.261347305380259,0.2700532453425256,0.7524312281365527,0.8286782750285111
0.8787878787878789,1.25,0.275,1.2580991966804507,0.2709117591251258,0.800790872475468,0.750157008495621
0.888888888888889,1.25,0.275,1.2548510879806427,0.27177027290772626,0.8627639885981625,0.6667329091880524
0.8989898989898991,1.25,0.275,1.2516029792808347,0.27262878669032653,0.8652168607588746,0.5766333015351846
0.9090909090909092,1.25,0.275,1.2483548705810263,0.2734873004729269,0.8230018542858487,0.4935744779305817
0.9191919191919192,1.25,0.275,1.2451067618812184,0.2743458142555273,0.8085193874075982,0.41161837240074245
0.9292929292929294,1.25,0.275,1.2418586531814104,0.27520432803812767,0.7853486852759107,0.3308156176172712
0.9393939393939394,1.25,0.275,1.2386105444816025,0.27606284182072804,0.7290172989033855,0.25344160695395324
0.9494949494949496,1.25,0.275,1.235362435781794,0.2769213556033283,0.674111313789231,0.18356441010798968
0.9595959595959597,1.25,0.275,1.232114327081986,0.2777798693859287,0.581906189706525,0.11806003415279516
0.9696969696969697,1.25,0.275,1.2288662183821781,0.27863838316852896,0.44317877533938205,0.06758186874740944
0.9797979797979799,1.25,0.275,1.2256181096823697,0.2794968969511292,0.296964628533815,0.02951415181982188
0.98989898989899,1.25,0.275,1.2223700009825618,0.2803554107337297,0.14575984430087371,0.007830073213191454
1.0,1.25,0.275,1.2191218922827536,0.28121392451633,2.1669285651947823e-12,1.326640527484239e-11
